supplier_code,supplier_name,societycreditcode,purchaserid_name,paycond_name
7550491,Sample Business Label f7bea426,9144030255716391XR,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
7550492,Sample Business Label 9f28dbd9,9144032057424334A5,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
7550493,Sample Business Label 41cfa389,9144030078833458XZ,Sample Business Label 97d9af27,Sample Business Label ff788b37
75701004,Sample Business Label 47d65924,91440607598943214L,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
76001009,Sample Business Label 29b5c948,91642000574510237H,Sample Business Label 113da22e,Sample Business Label 030d7984
76001012,Sample Business Label 431d0956,914433003514218848,Sample Business Label 7688602a,Sample Business Label ff788b37
76901001,Sample Business Label 4c0cda48,9144191005074825XX,Sample Business Label be6aae72,Sample Business Label 13cb4e5b
76901009,Sample Business Label 5316fcfd,91641900608064946W,Sample Business Label be6aae72,Sample Business Label ff788b37
76901010,Sample Business Label 96c5841a,91441900NA4W0MYA1F,Sample Business Label 97d9af27,Sample Business Label ff788b37
76901013,Sample Business Label af52eb0e,91441900579720074H,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
76901027,Sample Business Label 82c59e7d,91441900NAE1ACCQ7H,Sample Business Label be6aae72,Sample Business Label ff788b37
76904018,Sample Business Label faa4b9bf,91441900MA4UXJKT8D,Sample Business Label be6aae72,Sample Business Label afd29945
76904022,Sample Business Label 08f21bf7,91441900PA5ULQ2H9E,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
76904023,Sample Business Label 3dea09d7,91441901MA558FA658,Sample Business Label be6aae72,Sample Business Label ff788b37
76904028,Sample Business Label a11caff0,91441900576605641Y,Sample Business Label f0145987,Sample Business Label ff788b37
76904042,Sample Business Label 332d3c53,91441920551741925A,Sample Business Label f0145987,Sample Business Label ff788b37
76904043,Sample Business Label 1e511ec5,91441900MA52NIFK5L,Sample Business Label be6aae72,Sample Business Label ff788b37
76904046,Sample Business Label 363fc810,92441910MA6WPN8E3X,Sample Business Label be6aae72,Sample Business Label ff788b37
99601006,Sample Business Label 12a4c0ea,9132078307994058YU,Sample Business Label 8a4a5d45,Sample Business Label afd29945
99601011,Sample Business Label c048e4b0,91320586689150490M,Sample Business Label f0145987,Sample Business Label ff788b37
02002076,Sample Business Label 5563aa93,91440300310523007F,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
02002077,Sample Business Label b246129f,91440606PA82XQY999,Sample Business Label f0145987,Sample Business Label 030d7984
02100140,Sample Business Label 1745ad0d,91320583762505202H,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
02100153,Sample Business Label 091fe1cf,913101088294144883,Sample Business Label b5488aca,Sample Business Label afd29945
02101002,Sample Business Label e9e6c0ae,91310113MA1GKYAL0P,Sample Business Label 113da22e,Sample Business Label ff788b37
02101005,Sample Business Label 7f3cb20d,91310116MA1J8N5K8L,Sample Business Label f0145987,Sample Business Label ff788b37
02101063,Sample Business Label 7bede5a8,91310117575038780U,Sample Business Label f0145987,Sample Business Label ff788b37
02101076,Sample Business Label 31784141,91410112520736979B,Sample Business Label f0145987,Sample Business Label 030d7984
02102024,Sample Business Label ebed64a8,91310126664388553B,Sample Business Label 97d9af27,Sample Business Label ff788b37
02102032,Sample Business Label bbdc82e3,91310010662455968L,Sample Business Label 97d9af27,Sample Business Label ff788b37
02102033,Sample Business Label 764f4e72,9131010674959133X5,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02102051,Sample Business Label 2a2b8489,91330114580615190Y,Sample Business Label 8a4a5d45,Sample Business Label afd29945
02102054,Sample Business Label fe747722,91340117736258445B,Sample Business Label 97d9af27,Sample Business Label ff788b37
02102065,Sample Business Label 62a9f9b7,9131031297606094XJ,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02102069,Sample Business Label 278d1972,91340000960875491S,Sample Business Label 97d9af27,Sample Business Label ff788b37
02102070,Sample Business Label 33308a79,91310116MA1J9Q40XQ,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
02102073,Sample Business Label bd357d25,91510115MA1K46KX2E,Sample Business Label 97d9af27,Sample Business Label ff788b37
02102078,Sample Business Label 16c0930d,91310120077769150M,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
02102081,Sample Business Label 67404d44,914101016074444160,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
02102085,Sample Business Label 4f1a01fd,91310116MC1JAEPF85,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
02102087,Sample Business Label 7301cdf1,91310114765329895K,Sample Business Label 97d9af27,Sample Business Label ff788b37
02103001,Sample Business Label 1ebdf093,91520230MA1JZ2NY0F,Sample Business Label e9e84573,Sample Business Label ff788b37
02103006,Sample Business Label 0d4effd6,91310200734581144T,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
02103009,Sample Business Label b6773b3d,91310316067007133D,Sample Business Label 97d9af27,Sample Business Label ff788b37
02103021,Sample Business Label c454a9bb,91310115MA3H0T7QXR,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02103023,Sample Business Label 463b0f49,91310117MA1J37C59C,Sample Business Label 97d9af27,Sample Business Label 030d7984
02104042,Sample Business Label b1b4169e,91310134NA1GTWP08U,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02104051,Sample Business Label 6240f017,913101165964582301,Sample Business Label 8a4a5d45,Sample Business Label 13cb4e5b
02104057,Sample Business Label da009879,91310116077489166R,Sample Business Label 113da22e,Sample Business Label 030d7984
02104077,Sample Business Label a99a8810,91310112MA1GD2LN6G,Sample Business Label 97c6f6d8,Sample Business Label 11a0a069
02104096,Sample Business Label 07fe828d,91330126080006727J,Sample Business Label 4b9d5da4,Sample Business Label 13cb4e5b
02104101,Sample Business Label 2aabe7c8,91310105362558267D,Sample Business Label f0145987,Sample Business Label afd29945
02104105,Sample Business Label 62860953,91310233MA1GMFPK2P,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02104106,Sample Business Label d3c3e295,913101126762271732,Sample Business Label 97d9af27,Sample Business Label ff788b37
02104107,Sample Business Label 72402e0d,91310116MA1LBP6P7S,Sample Business Label 4b9d5da4,Sample Business Label 13cb4e5b
02104119,Sample Business Label b84ad2a4,91310140MA1HK7UG4G,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
02105016,Sample Business Label 17097fcf,91310120MA1HUB141G,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
02105020,Sample Business Label bac104ba,91310115065349523F,Sample Business Label 113da22e,Sample Business Label ff788b37
02105021,Sample Business Label 08742fc0,91311117MA1J3KGH85,Sample Business Label 97d9af27,Sample Business Label afd29945
02106028,Sample Business Label 53f337a2,9131012235196354XY,Sample Business Label f0145987,Sample Business Label ff788b37
0216083,Sample Business Label 8108aeb5,91310000681766622S,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
0216086,Sample Business Label 2fa3ae6f,91310117694209775R,Sample Business Label 97c6f6d8,Sample Business Label afd29945
0250092,Sample Business Label 240be565,91320583MDCBMB2H0R,Sample Business Label be6aae72,Sample Business Label ff788b37
02502001,Sample Business Label ae86739f,913201027163390095,Sample Business Label 97d9af27,Sample Business Label ff788b37
02504030,Sample Business Label 48eff2fb,91230113783999396U,Sample Business Label 97d9af27,
02700014,Sample Business Label ea3a4fc0,91420100MAD5WR994J,Sample Business Label 97c6f6d8,Sample Business Label afd29945
02802001,Sample Business Label 9cfc8a52,91710100594693214G,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
08561001,Sample Business Label 02c4fc3b,91520691MA7E7AYU00,Sample Business Label f0145987,Sample Business Label ff788b37
25040036,Sample Business Label cd55f8be,91330400OA2CY7NM7J,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
2504011,Sample Business Label befe00fa,914201367351539799,Sample Business Label 4b9d5da4,Sample Business Label afd29945
2504-02102-0005,Sample Business Label 839b217d,91313107OB1G0QH29L,Sample Business Label 97c6f6d8,Sample Business Label afd29945
2504-551-0040,Sample Business Label c4a880d8,91441743MA8QHH2QX2,Sample Business Label be6aae72,Sample Business Label 998d7796
2504-waitgroup-0025,Sample Business Label d2332c04,91310118661745715K,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2506-02102-0149,Sample Business Label a7fe652f,91314120MA1L0RTR59,Sample Business Label b5488aca,Sample Business Label afd29945
2506-51201-0183,Sample Business Label afa1c01d,91320583MA1P28AR3P,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2506-512-0177,Sample Business Label 9b071e61,91420794MA1MNQAM9G,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
2506-75501-0161,Sample Business Label 34f35329,91440300650685483W,Sample Business Label b5488aca,Sample Business Label ff788b37
2506-75502-0178,Sample Business Label 1644aa1c,91440300891192300B,Sample Business Label b5488aca,Sample Business Label afd29945
2507-02101-0196,Sample Business Label ef2d6e17,913100005917967021,Sample Business Label be6aae72,Sample Business Label ff788b37
2507-75502-0204,Sample Business Label 7bb65140,91740400MA7GXE4T14,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
2507-75502-0226,Sample Business Label 5433c608,91460301584063602W,Sample Business Label e9e84573,Sample Business Label afd29945
2507-75503-0211,Sample Business Label 164ef9c3,91440400727172102L,Sample Business Label 4b9d5da4,Sample Business Label afd29945
2507-76901-0207,Sample Business Label fa601b10,91441100578218413F,Sample Business Label b5488aca,Sample Business Label 13cb4e5b
2508-02100-0246,Sample Business Label 445b9baa,91313000762225347I,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2508-02102-0243,Sample Business Label f0b53f83,91310116671267025N,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
2508-02500-0238,Sample Business Label 2896c664,912201196009131626,Sample Business Label f0145987,Sample Business Label ff788b37
2508-51201-0236,Sample Business Label 15a89ba2,9152080771490326X7,Sample Business Label be6aae72,Sample Business Label ff788b37
2508-51201-0244,Sample Business Label 1c1724e6,91320509MA1WRD7Z0W,Sample Business Label b5488aca,Sample Business Label afd29945
2508-51201-0266,Sample Business Label c864e880,91320583561944684M,Sample Business Label be6aae72,Sample Business Label ff788b37
2508-51201-0277,Sample Business Label 6ae040f2,913207947448323306,Sample Business Label e9e84573,Sample Business Label afd29945
2508-996-0278,Sample Business Label c395c678,91320583MA1Y0KZC1T,Sample Business Label 05800619,Sample Business Label ff788b37
2509-51202-0313,Sample Business Label 2ca0410f,91320516MA1OBW9J91,Sample Business Label e9e84573,Sample Business Label 13cb4e5b
2509-75502-0295,Sample Business Label 70f25822,9144330069578286XU,Sample Business Label e9e84573,Sample Business Label ff788b37
2509-996-0320,Sample Business Label 1efdf799,91320783MA1MH5LE1C,Sample Business Label be6aae72,Sample Business Label 13cb4e5b
2510-51201-0371,Sample Business Label 015dedc5,913205067932424819,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2510-512-0366,Sample Business Label 0c853f62,91320503786355337x,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2510-755-0364,Sample Business Label 164cf6cd,91540300MAEXK8ER7Z,Sample Business Label 97c6f6d8,Sample Business Label 8ad66bcf
2511-02100-0439,Sample Business Label e18f8de2,915101186845626329,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
2511-513-0396,Sample Business Label de0c2f62,91620612MAKYDKTN2Q,Sample Business Label 05800619,Sample Business Label 030d7984
2511-55701-0400,Sample Business Label 58150de8,91341300OB2TL2HM5M,Sample Business Label be6aae72,Sample Business Label 8ad66bcf
2512-02100-0464,Sample Business Label ad166727,913122185741810237,Sample Business Label 7688602a,Sample Business Label 030d7984
2512-02102-0451,Sample Business Label 676d1c33,91310000736673076S,Sample Business Label 4b9d5da4,Sample Business Label ff788b37
2602-02101-0546,Sample Business Label 719e2daf,91310114753187974F,Sample Business Label f0145987,Sample Business Label 11a0a069
2602-51202-0552,Sample Business Label 0c203882,913206285855126337,Sample Business Label e9e84573,Sample Business Label ff788b37
2603-02102-0569,Sample Business Label c322c6b7,91510114MACY2NJ99U,Sample Business Label 4b9d5da4,Sample Business Label afd29945
2603-51204-0579,Sample Business Label d022fc90,91320583MA1TEKL32I,Sample Business Label ea00b354,Sample Business Label 8ad66bcf
2603-51901-0565,Sample Business Label 259335ad,91322411085389573N,Sample Business Label d58e57e9,Sample Business Label 3b1caae9
2603-75504-0580,Sample Business Label 549eaa4d,91440500MA5EO8L1XF,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
2604-02103-0609,Sample Business Label 1156d75d,91340118MA1MNQP44N,Sample Business Label 8a4a5d45,Sample Business Label ff788b37
2604-02502-0624,Sample Business Label d0297a86,91320118MAEM2ALM3Z,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
2604-028-0605,Sample Business Label da5977f9,91710125MA61TEQW2U,Sample Business Label 8a4a5d45,Sample Business Label ff788b37
2604-55101-0607,Sample Business Label 9ab648a8,91310000579415259R,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
2604-75201-0611,Sample Business Label cb8a1d3b,91441303MEBRLJF96C,Sample Business Label d58e57e9,Sample Business Label 3b1caae9
2604-75503-0613,Sample Business Label 1fa2c815,91441300MA5F7HMT1F,Sample Business Label 8a4a5d45,Sample Business Label ff788b37
2604-75503-0614,Sample Business Label ec47fda9,9144130074517499XY,Sample Business Label 97c6f6d8,Sample Business Label 998d7796
2605-51204-0636,Sample Business Label f1d87165,913206837183177974,Sample Business Label ea00b354,Sample Business Label 3b4da53e
2606-02101-0681,Sample Business Label 3921d6d7,91310120MADG84BKXW,Sample Business Label 97c6f6d8,Sample Business Label ff788b37
2606-02102-0657,Sample Business Label 19ad5626,91310116RA7MVMBA5W,Sample Business Label 8a4a5d45,Sample Business Label afd29945
2606-57100-0663,Sample Business Label 624ecb22,91330283MAGPSPM430,Sample Business Label ea00b354,Sample Business Label 030d7984
2607-02103-0712,Sample Business Label 3deb59dc,91312123MA1GLB799C,Sample Business Label 97c6f6d8,Sample Business Label 030d7984
31001012,Sample Business Label 78611923,91130618MA7DEGDH7Q,Sample Business Label 54d0f3d1,Sample Business Label 030d7984
45104338,Sample Business Label 2679f691,,,
51001004,Sample Business Label 99520dd2,91320200623859987G,Sample Business Label f0145987,Sample Business Label ff788b37
51201013,Sample Business Label f1eb28a1,91320583MA1MF31C8O,Sample Business Label 8a4a5d45,Sample Business Label afd29945
51201015,Sample Business Label 695fe51a,,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
51201030,Sample Business Label 2d2cbf21,91320583MD1MT4Y203,Sample Business Label be6aae72,Sample Business Label 13cb4e5b
51201031,Sample Business Label 4159cfc3,91323101MA1ZJ94TXT,Sample Business Label 4b9d5da4,Sample Business Label afd29945
51202001,Sample Business Label c2c954fb,91341508758693348B,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
51202008,Sample Business Label c2f77ef4,91320583792328272S,Sample Business Label f0145987,Sample Business Label ff788b37
51202010,Sample Business Label 804a33ec,913205830965037392,Sample Business Label 97d9af27,Sample Business Label afd29945
51202011,Sample Business Label 72b449a7,913505830045072217,Sample Business Label 97d9af27,Sample Business Label ff788b37
51202017,Sample Business Label 11b1418b,,,Sample Business Label ff788b37
5120228,Sample Business Label bae5fb24,91320583MA1NWUW18P,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
5120233,Sample Business Label 0c19279d,91320507MA1C2CA06M,Sample Business Label 97d9af27,Sample Business Label 13cb4e5b
5120234,Sample Business Label e3383bcf,91320807MA1O271D2F,Sample Business Label 97c6f6d8,Sample Business Label 13cb4e5b
51204008,Sample Business Label 9279d915,91320509MA1PBFNH89,Sample Business Label f0145987,Sample Business Label ff788b37
51204018,Sample Business Label 91250369,91320509695741416P,Sample Business Label f0145987,Sample Business Label ff788b37
51204020,Sample Business Label 692786f4,91320007796556868R,Sample Business Label f0145987,Sample Business Label ff788b37
51204021,Sample Business Label 25d412ef,91320585MA1Q8H4M7G,Sample Business Label 97d9af27,Sample Business Label 030d7984
51204037,Sample Business Label 8774240c,91320207MA228R4Y4Q,Sample Business Label be6aae72,Sample Business Label ff788b37
51204039,Sample Business Label a9588686,91322583694478183C,Sample Business Label 7688602a,Sample Business Label ff788b37
51204042,Sample Business Label cf1b8e8c,91520594822288181W,Sample Business Label 113da22e,Sample Business Label ff788b37
51204043,Sample Business Label ca46fff9,91320504MA1MWNM853,Sample Business Label be6aae72,Sample Business Label ff788b37
51204045,Sample Business Label a3aa66f1,91320513MA1M96KJ8D,Sample Business Label f0145987,Sample Business Label ff788b37
51204049,Sample Business Label 310d8875,91320786MA1NY6OX8A,Sample Business Label f0145987,Sample Business Label ff788b37
51204099,Sample Business Label 4d65addc,91321583593954166Q,Sample Business Label 97c6f6d8,Sample Business Label afd29945
51204160,Sample Business Label 0a9e4b78,91420505MA2241DM6K,Sample Business Label f0145987,Sample Business Label 11a0a069
51301004,Sample Business Label 2c954872,91320600148728881Y,Sample Business Label 8a4a5d45,Sample Business Label 030d7984
51301006,Sample Business Label 26f3dc68,91320721MA1YFKVA2L,Sample Business Label be6aae72,Sample Business Label ff788b37
51301007,Sample Business Label 3543003f,91350682555627275U,Sample Business Label be6aae72,Sample Business Label af393d55
51403024,Sample Business Label f07ec120,91320608069496614F,Sample Business Label f0145987,Sample Business Label afd29945
51902001,Sample Business Label bf20bf54,913214116081448533,,
52301003,Sample Business Label 59b36721,91321281MA1W4U4992,Sample Business Label f0145987,Sample Business Label 030d7984
