id,seq_no,total_col,material_code,material_name,spec_model,aux_attr,warehouse,bin_location,stock_status,stock_type,inventory_uom,base_uom,inventory_qty,reserved_inventory_qty,available_inventory_qty,base_qty,reserved_base_qty,available_base_qty,batch_no,batch_master,manufacture_date,expiry_date,inventory_org,owner_type,owner,custodian_type,custodian,conv_ratio,purchase_qty_reserved,purchase_uom,conv_ratio_available,purchase_qty_available,purchase_qty,conv_ratio_reserved,inbound_date
0000025141,103,,725-000001,贴片陶瓷电容,"22pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,124.000000,0.000000,124.000000,124.000000,0.000000,124.000000,202507250001,202507250001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-07-25
0000025126,104,,725-000001,贴片陶瓷电容,"22pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,9876.000000,0.000000,9876.000000,9876.000000,0.000000,9876.000000,202510200001,202510200001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-10-20
0000032282,105,,725-000001,贴片陶瓷电容,"22pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,20000.000000,0.000000,20000.000000,20000.000000,0.000000,20000.000000,202603260001,202603260001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-03-26
0000003425,106,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,117.000000,0.000000,117.000000,117.000000,0.000000,117.000000,202503310001,202503310001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000015157,107,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,苏州德华电子有限公司,可用,普通,个,个,11.000000,0.000000,11.000000,11.000000,0.000000,11.000000,202508160001,202508160001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-08-16
0000017875,108,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,100816.000000,0.000000,100816.000000,100816.000000,0.000000,100816.000000,202511170001,202511170001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-11-17
0000002407,109,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州待处理仓,B26-01-02,可用,普通,个,个,16.000000,0.000000,16.000000,16.000000,0.000000,16.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000001924,110,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,昆山铨宝电子有限公司,可用,普通,个,个,394.000000,0.000000,394.000000,394.000000,0.000000,394.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000001409,111,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,23.000000,0.000000,23.000000,23.000000,0.000000,23.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000018450,112,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,49966.000000,0.000000,49966.000000,49966.000000,0.000000,49966.000000,202511170001,202511170001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-11-17
0000020367,113,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,150000.000000,0.000000,150000.000000,150000.000000,0.000000,150000.000000,202512140001,202512140001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-12-14
0000020240,114,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,乾创电子（苏州）有限公司,可用,普通,个,个,30748.000000,0.000000,30748.000000,30748.000000,0.000000,30748.000000,202511170001,202511170001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-11-17
0000009839,115,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,8724.000000,0.000000,8724.000000,8724.000000,0.000000,8724.000000,202506120001,202506120001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-06-12
0000026369,116,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,30000.000000,0.000000,30000.000000,30000.000000,0.000000,30000.000000,202602060001,202602060001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-02-06
0000031202,117,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州不良品仓,B26-01-02,可用,普通,个,个,523.000000,0.000000,523.000000,523.000000,0.000000,523.000000,202511170001,202511170001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-11-17
0000002735,118,,725-000003,贴片陶瓷电容,"33pF,50V,0402,5%",,苏州委外加工仓,临时委外仓位,可用,普通,个,个,740.000000,0.000000,740.000000,740.000000,0.000000,740.000000,20250331-001,20250331-001,,,苏州友安电子科技有限公司,业务组织,苏州友安电子科技有限公司,库存组织,苏州友安电子科技有限公司,,,,,,,,2025-03-31
0000041129,119,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,2.000000,0.000000,2.000000,2.000000,0.000000,2.000000,20260429,20260429,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-04-29
0000031454,120,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202603220001,202603220001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-03-22
0000026930,121,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,8371.000000,0.000000,8371.000000,8371.000000,0.000000,8371.000000,202601070001,202601070001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-07
0000015655,122,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,2927.000000,0.000000,2927.000000,2927.000000,0.000000,2927.000000,202503310001,202503310001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000015624,123,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,273.000000,0.000000,273.000000,273.000000,0.000000,273.000000,202510050001,202510050001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-10-05
0000025828,124,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202602010001,202602010001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-02-01
0000001914,125,,725-000004,贴片陶瓷电容,"39pF,50v,0402,5%",,苏州委外加工仓,昆山铨宝电子有限公司,可用,普通,个,个,73.000000,0.000000,73.000000,73.000000,0.000000,73.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000036320,126,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,乾创电子（苏州）有限公司,可用,普通,个,个,8807.000000,0.000000,8807.000000,8807.000000,0.000000,8807.000000,202601210001,202601210001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-21
0000040882,127,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,11245.000000,0.000000,11245.000000,11245.000000,0.000000,11245.000000,20260429,20260429,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-04-29
0000002753,128,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,临时委外仓位,可用,普通,个,个,54.000000,0.000000,54.000000,54.000000,0.000000,54.000000,20250331-001,20250331-001,,,苏州友安电子科技有限公司,业务组织,苏州友安电子科技有限公司,库存组织,苏州友安电子科技有限公司,,,,,,,,2025-03-31
0000036327,129,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,乾创电子（苏州）有限公司,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202602010001,202602010001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-02-01
0000034946,130,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,13649.000000,0.000000,13649.000000,13649.000000,0.000000,13649.000000,202601210001,202601210001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-21
0000024304,131,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,14925.000000,0.000000,14925.000000,14925.000000,0.000000,14925.000000,202601070001,202601070001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-07
0000002847,132,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,临时委外仓位,可用,普通,个,个,789.000000,0.000000,789.000000,789.000000,0.000000,789.000000,20250331-001,20250331-001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000024120,133,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,13977.000000,0.000000,13977.000000,13977.000000,0.000000,13977.000000,202601070001,202601070001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-07
0000003686,134,,725-000005,贴片陶瓷电容,"56pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,1168.933300,0.000000,1168.933300,1168.933300,0.000000,1168.933300,202503310001,202503310001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000001906,136,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,昆山铨宝电子有限公司,可用,普通,个,个,34.000000,0.000000,34.000000,34.000000,0.000000,34.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000040840,137,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,2468.000000,0.000000,2468.000000,2468.000000,0.000000,2468.000000,20260429,20260429,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-04-29
0000009710,138,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,2596.000000,0.000000,2596.000000,2596.000000,0.000000,2596.000000,202505200001,202505200001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-05-20
0000003000,139,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,临时委外仓位,可用,普通,个,个,3968.000000,0.000000,3968.000000,3968.000000,0.000000,3968.000000,20250331-001,20250331-001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000001362,140,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,5389.000000,0.000000,5389.000000,5389.000000,0.000000,5389.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000033119,141,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202603310001,202603310001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-03-31
0000025895,142,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,上海丰崇电子科技有限公司,可用,普通,个,个,8390.000000,0.000000,8390.000000,8390.000000,0.000000,8390.000000,202601110001,202601110001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-11
0000026962,143,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,2995.000000,0.000000,2995.000000,2995.000000,0.000000,2995.000000,202601110001,202601110001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-11
0000024898,144,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州华誉智能科技有限公司,可用,普通,个,个,9930.000000,0.000000,9930.000000,9930.000000,0.000000,9930.000000,202601110002,202601110002,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-01-11
0000009766,145,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,7404.000000,0.000000,7404.000000,7404.000000,0.000000,7404.000000,202505200002,202505200002,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-05-20
0000018505,146,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,1440.000000,0.000000,1440.000000,1440.000000,0.000000,1440.000000,202511180001,202511180001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-11-18
0000035504,147,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202603250001,202603250001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-03-25
0000031884,148,,725-000007,贴片陶瓷电容,"220pF,50V,0402,5%",,苏州电子原料仓,D01-01-01,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202603250001,202603250001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2026-03-25
0000001363,149,,725-000008,贴片陶瓷电容,"6.8nF,50V,0402,10%",,苏州委外加工仓,苏州朋协智控科技有限公司,可用,普通,个,个,164.000000,0.000000,164.000000,164.000000,0.000000,164.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000006455,150,,725-000008,贴片陶瓷电容,"6.8nF,50V,0402,10%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,645.000000,0.000000,645.000000,645.000000,0.000000,645.000000,20250331,20250331,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-03-31
0000037930,151,,725-000008,贴片陶瓷电容,"6.8nF,50V,0402,10%",,苏州委外加工仓,浙江巨传电子股份有限公司,可用,普通,个,个,10000.000000,0.000000,10000.000000,10000.000000,0.000000,10000.000000,202507250001,202507250001,,,新疆友农科技集团,业务组织,新疆友农科技集团,库存组织,新疆友农科技集团,,,,,,,,2025-07-25
