id,billno,biztime,billtype_name,org_name,auditdate,entry_id,material_number,material_name,qty,unit_name,huid_xmh_name,srcbillid,srcbillnumber,srcbillentryid,joinqty,rowclosestatus_title,rowterminatestatus_title
0000007095,CGSQ-250624-000004,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:15:15,0000007106,165-001886,Sample Business Label 3dcd9a45,30.0000,piece,HDVF80-001-2506-0.02K,0,,0,30.0000,Closed,Normal
0000007095,CGSQ-250624-000004,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:15:15,0000007107,165-001887,Sample Business Label 458c09d6,30.0000,piece,HDVF80-001-2506-0.02K,0,,0,30.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007109,606-000340,Sample Business Label c6aa6ae0,200.0000,piece,HD580-006-02503-1K,0,,0,200.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007110,165-001907,Sample Business Label 5982d79c,200.0000,piece,HD580-006-02503-1K,0,,0,200.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007111,849-000332,Sample Business Label 7cbcb98e,2000.0000,piece,HD580-006-02503-1K,0,,0,2000.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007112,165-001949,Sample Business Label a100dcc2,1000.0000,piece,HD580-006-02503-1K,0,,0,1000.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007113,165-002043,Sample Business Label eed501b8,100.0000,piece,HD580-006-02503-1K,0,,0,100.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007114,165-002005,Sample Business Label 2615ad5f,1000.0000,piece,HD580-006-02503-1K,0,,0,1000.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007115,849-000829,Sample Business Label ad43a5ba,350.0000,piece,HD580-006-02503-1K,0,,0,350.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007116,165-002073,Sample Business Label aa2eb360,900.0000,piece,HD580-006-02503-1K,0,,0,900.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007117,165-001818,Sample Business Label 52482214,1300.0000,piece,HD580-006-02503-1K,0,,0,1300.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007118,165-002015,Sample Business Label c5bb5c80,300.0000,piece,HD580-006-02503-1K,0,,0,300.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007119,165-001829,Sample Business Label 329a455a,200.0000,piece,HD580-006-02503-1K,0,,0,200.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007120,165-002004,Sample Business Label c9c8c397,1000.0000,piece,HD580-006-02503-1K,0,,0,1000.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007121,849-000282,Sample Business Label b55c6a2e,500.0000,piece,HD580-006-02503-1K,0,,0,500.0000,Closed,Normal
0000007108,CGSQ-250624-000005,2025-06-24 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-24 13:18:11,0000007122,165-001809,Sample Business Label 4c0bfd66,100.0000,piece,HD580-006-02503-1K,0,,0,100.0000,Closed,Normal
0000007123,CGSQ-250623-000017,2025-06-23 00:00:00,Sample Business Label 2dabf6c7,Sample Business Label 986f8dd6,2025-06-24 15:14:15,0000007124,795-000810,Sample Business Label cac7b4d0,2000.0000,piece,Sample Business Label 72077749,0,,0,0.0000,Normal,Normal
0000007126,CGSQ-250625-000002,2025-06-25 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-25 00:40:21,0000007127,539-000291,Sample Business Label b85ec631,5000.0000,piece,HD580-006-02503-1K,0,,0,5000.0000,Closed,Normal
0000007126,CGSQ-250625-000002,2025-06-25 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-25 00:40:21,0000007128,972-000701,EEPROM,2500.0000,piece,HD580-006-02503-1K,0,,0,2500.0000,Closed,Normal
0000007126,CGSQ-250625-000002,2025-06-25 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-06-25 00:40:21,0000007129,454-000181,Sample Business Label bf94698e,21000.0000,piece,TB200L-017-2505-1K,0,,0,21000.0000,Closed,Normal
0000002483,CGSQ-250403-000012,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 17:27:13,0000002488,849-000633,Sample Business Label 5da28e07,1000.0000,piece,HD580-004-2410-1.5K,0,,0,1000.0000,Closed,Normal
0000002483,CGSQ-250403-000012,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 17:27:13,0000002489,849-000770,Sample Business Label 2dc6cac6,2000.0000,piece,HD580-004-2410-1.5K,0,,0,2000.0000,Closed,Normal
0000002483,CGSQ-250403-000012,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 17:27:13,0000002490,849-000789,Sample Business Label a81a3c2a,1000.0000,piece,HD580-004-2410-1.5K,0,,0,1000.0000,Closed,Normal
0000002483,CGSQ-250403-000012,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 17:27:13,0000002491,849-000886,Sample Business Label 61396ba9,1000.0000,piece,HD580-004-2410-1.5K,0,,0,1000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002493,725-000014,Sample Business Label 05087a91,4000.0000,piece,HD580-004-2410-1.5K,0,,0,4000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002494,725-000038,Sample Business Label 05087a91,4000.0000,piece,HD580-004-2410-1.5K,0,,0,4000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002495,725-000046,Sample Business Label 05087a91,2000.0000,piece,HD580-004-2410-1.5K,0,,0,2000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002496,725-000100,Sample Business Label 05087a91,10000.0000,piece,HD580-004-2410-1.5K,0,,0,10000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002497,725-000219,Sample Business Label 05087a91,1000.0000,piece,HD580-004-2410-1.5K,0,,0,1000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002498,725-000222,Sample Business Label 05087a91,10000.0000,piece,HD580-004-2410-1.5K,0,,0,10000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002499,725-000261,Sample Business Label aa365181,1500.0000,piece,HD580-004-2410-1.5K,0,,0,1500.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002500,539-000154,Sample Business Label b85ec631,10000.0000,piece,HD580-004-2410-1.5K,0,,0,10000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002501,539-000162,Sample Business Label b85ec631,5000.0000,piece,HD580-004-2410-1.5K,0,,0,5000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002502,539-000439,Sample Business Label 10c6b09c,4000.0000,piece,HD580-004-2410-1.5K,0,,0,4000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002503,539-000451,Sample Business Label b85ec631,5000.0000,piece,HD580-004-2410-1.5K,0,,0,5000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002504,527-000025,Sample Business Label 066ae8fd,3000.0000,piece,HD580-004-2410-1.5K,0,,0,3000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002505,358-000159,NMOS,3000.0000,piece,HD580-004-2410-1.5K,0,,0,3000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002506,972-000410,MCU,960.0000,piece,HD580-004-2410-1.5K,0,,0,960.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002507,972-000475,Sample Business Label 3c5b6712,3000.0000,piece,HD580-004-2410-1.5K,0,,0,3000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002508,972-000610,Sample Business Label 66d870af,4000.0000,piece,HD580-004-2410-1.5K,0,,0,4000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002509,454-000254,Sample Business Label ab1cea89,10000.0000,piece,HD580-004-2410-1.5K,0,,0,10000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002510,554-000043,Sample Business Label b9f02c82,3000.0000,piece,HD580-004-2410-1.5K,0,,0,3000.0000,Closed,Normal
0000002492,CGSQ-250403-000013,2025-04-03 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-03 18:12:51,0000002511,554-000070,Sample Business Label 606c52f7,1000.0000,piece,HD580-004-2410-1.5K,0,,0,1000.0000,Closed,Normal
0000002513,CGSQ-250405-000002,2025-04-05 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-05 13:04:02,0000002512,849-000871,Sample Business Label fa07c280,1200.0000,piece,HD580-005-2412-0.5K,0,,0,1200.0000,Closed,Normal
0000002642,CGSQ-250407-000003,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 13:46:18,0000002641,795-000302,Sample Business Label 053827ce,3500.0000,piece,406B-001-2503-3.3K,0,,0,3500.0000,Closed,Normal
0000002651,CGSQ-250407-000004,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:09:18,0000002647,972-000106,Sample Business Label c96a01ec,2000.0000,piece,408-009-2502-5k,0,,0,2000.0000,Closed,Normal
0000002651,CGSQ-250407-000004,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:09:18,0000002648,972-000340,Sample Business Label 6af5b97b,3000.0000,piece,408-009-2502-5k,0,,0,3000.0000,Closed,Normal
0000002651,CGSQ-250407-000004,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:09:18,0000002649,454-000211,Sample Business Label 02b5149b,3000.0000,piece,408-009-2502-5k,0,,0,3000.0000,Closed,Normal
0000002651,CGSQ-250407-000004,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:09:18,0000002650,849-000010,Sample Business Label 65b45af3,1000.0000,piece,408-009-2502-5k,0,,0,1000.0000,Closed,Normal
0000002655,CGSQ-250407-000005,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:37:09,0000002654,454-000208,Sample Business Label f0e29f29,3000.0000,piece,408-009-2502-5k,0,,0,3000.0000,Closed,Normal
0000002656,CGSQ-250407-000006,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:41:17,0000002657,358-000107,Sample Business Label c7de58d3,3000.0000,piece,408-009-2502-5k,0,,0,3000.0000,Closed,Normal
0000002658,CGSQ-250407-000007,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:50:09,0000002659,725-000307,Sample Business Label 05087a91,4000.0000,piece,408-009-2502-5k,0,,0,4000.0000,Closed,Normal
0000002658,CGSQ-250407-000007,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 15:50:09,0000002660,358-000107,Sample Business Label c7de58d3,3000.0000,piece,408-009-2502-5k,0,,0,3000.0000,Closed,Normal
0000002663,CGSQ-250407-000009,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-08 09:24:06,0000002664,795-000074,Sample Business Label a9629169,20000.0000,piece,701-025-2501-10K,0,,0,20000.0000,Closed,Normal
0000002666,CGSQ-250407-000010,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 17:56:39,0000002665,972-000738,DDR3L,18000.0000,piece,701-003-2503-18K,0,,0,18000.0000,Closed,Normal
0000002668,CGSQ-250407-000011,2025-04-07 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-07 19:37:40,0000002667,972-000738,DDR3L,28000.0000,piece,Sample Business Label 61497c14,0,,0,28000.0000,Closed,Normal
0000002691,CGSQ-250408-000006,2025-04-08 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-08 18:59:51,0000002692,165-000580,Sample Business Label 4d5ee00b,2200.0000,piece,TB200L-012-2411-5K,0,,0,2200.0000,Closed,Normal
0000002693,CGSQ-250408-000007,2025-04-08 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-08 19:15:35,0000002694,554-000078,Sample Business Label 024e1000,2800.0000,piece,HD580-006-02503-1K,0,,0,2800.0000,Closed,Normal
0000002695,CGSQ-250408-000008,2025-04-08 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-08 19:16:53,0000002696,795-000874,Sample Business Label 76000a00,200.0000,piece,HD525-001-2503-0.2K,0,,0,200.0000,Closed,Normal
0000002706,CGSQ-250409-000008,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 14:17:45,0000002707,725-000133,Sample Business Label 05087a91,4000.0000,piece,406B-001-2503-3.3K,0,,0,4000.0000,Closed,Normal
0000002706,CGSQ-250409-000008,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 14:17:45,0000002708,539-000171,Sample Business Label b85ec631,10000.0000,piece,406B-001-2503-3.3K,0,,0,10000.0000,Closed,Normal
0000002706,CGSQ-250409-000008,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 14:17:45,0000002709,539-000099,Sample Business Label b85ec631,5000.0000,piece,406B-001-2503-3.3K,0,,0,5000.0000,Closed,Normal
0000002706,CGSQ-250409-000008,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 14:17:45,0000002710,725-000123,Sample Business Label 05087a91,10000.0000,piece,406B-001-2503-3.3K,0,,0,10000.0000,Closed,Normal
0000002720,CGSQ-250409-000011,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:00:08,0000002715,994-000541,Sample Business Label ada048ce,400.0000,piece,HD525-001-2503-0.2K,0,,0,400.0000,Closed,Normal
0000002720,CGSQ-250409-000011,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:00:08,0000002716,994-000542,Sample Business Label a64bac81,400.0000,piece,HD525-001-2503-0.2K,0,,0,400.0000,Closed,Normal
0000002720,CGSQ-250409-000011,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:00:08,0000002717,994-000538,Sample Business Label a2f95771,400.0000,piece,HD525-001-2503-0.2K,0,,0,400.0000,Closed,Normal
0000002720,CGSQ-250409-000011,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:00:08,0000002718,994-000537,Sample Business Label c2281e88,400.0000,piece,HD525-001-2503-0.2K,0,,0,400.0000,Closed,Normal
0000002720,CGSQ-250409-000011,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:00:08,0000002719,838-000374,Sample Business Label 9a2890cd,400.0000,piece,HD525-001-2503-0.2K,0,,0,400.0000,Closed,Normal
0000002724,CGSQ-250409-000013,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 16:24:43,0000002723,358-000162,Sample Business Label c7de58d3,3000.0000,piece,HD580-006-02503-1K,0,,0,3000.0000,Closed,Normal
0000002725,CGSQ-250409-000014,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 17:20:04,0000002726,795-000458,Sample Business Label c8939243,500.0000,piece,408-009-2502-5k,0,,0,500.0000,Closed,Normal
0000002734,CGSQ-250409-000016,2025-04-09 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-09 18:49:21,0000002733,795-000458,Sample Business Label c8939243,1000.0000,piece,408-009-2502-5k,0,,0,1000.0000,Closed,Normal
0000003236,CGSQ-250410-000007,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 14:58:07,0000003237,972-000001,SPI NOR FLASH,1000.0000,piece,UC400-004-2501-3K,0,,0,1000.0000,Closed,Normal
0000003238,CGSQ-250410-000008,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:12:42,0000003239,972-000695,FPGA,350.0000,piece,HD580-006-02503-1K,0,,0,350.0000,Closed,Normal
0000003238,CGSQ-250410-000008,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:12:42,0000003242,972-000631,LPDDR4,560.0000,piece,HD580-006-02503-1K,0,,0,560.0000,Closed,Normal
0000003238,CGSQ-250410-000008,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:12:42,0000003243,972-000696,FLASH,1500.0000,piece,HD580-006-02503-1K,0,,0,1500.0000,Closed,Normal
0000003241,CGSQ-250410-000010,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:00:49,0000003240,733-000050,Sample Business Label 26a99aed,1000.0000,piece,TB200L-014-2503-1K,0,,0,1000.0000,Closed,Normal
0000003244,CGSQ-250410-000011,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:28:21,0000003245,733-000154,Sample Business Label de3ed42c,2000.0000,piece,TB200L-010-2408-5K,0,,0,2000.0000,Closed,Normal
0000003244,CGSQ-250410-000011,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 986f8dd6,2025-04-10 15:28:21,0000003246,733-000173,Sample Business Label de3ed42c,3000.0000,piece,UC400-005-2503-0.5K,0,,0,3000.0000,Closed,Normal
0000003261,CGSQ-250410-000017,2025-04-10 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-10 17:12:55,0000003260,838-000296,Sample Business Label 6f67e210,1500.0000,piece,TB200L-014-2503-3K,0,,0,1500.0000,Closed,Normal
0000003264,CGSQ-250411-000006,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:00:08,0000003262,165-000345,Sample Business Label f3f4d6f6,300.0000,piece,UC400-006-2504-5K,0,,0,300.0000,Closed,Normal
0000003264,CGSQ-250411-000006,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:00:08,0000003263,606-000071,Sample Business Label 52bbed0e,500.0000,piece,UC400-006-2504-5K,0,,0,500.0000,Closed,Normal
0000003265,CGSQ-250411-000008,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:21:19,0000003266,994-000083,Sample Business Label 70cb90b6,800.0000,piece,UC400-006-2504-5K,0,,0,800.0000,Closed,Normal
0000003265,CGSQ-250411-000008,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:21:19,0000003267,849-000041,Sample Business Label 7b360681,1000.0000,piece,UC400-006-2504-5K,0,,0,1000.0000,Closed,Normal
0000003265,CGSQ-250411-000008,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:21:19,0000003268,849-000214,Sample Business Label 494c3940,3000.0000,piece,UC400-006-2504-5K,0,,0,3000.0000,Closed,Normal
0000003265,CGSQ-250411-000008,2025-04-11 00:00:00,Production Project Purchase Request,Sample Business Label 9b7caaa6,2025-04-11 10:21:19,0000003269,849-000221,Sample Business Label 608cb0ad,1000.0000,piece,UC400-006-2504-5K,0,,0,1000.0000,Closed,Normal
