billno,materialplanid_number,materialplanid_name,materialattr_title,dropbilltype_name,dropstatus_title,adviseorderqty,bizorderqty,orderdate,advisestartdate,startdate,adviseenddate,enddate,availabledate,planoperatenum,bizdropqty,advisedroptime,droptime,creator_name,rootdemandbillno,closestatus_title,createtime
JHJY-20251218-00035282,838-000128,Sample Business Label b693d72a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-02-03,2026-02-03,2026-02-03,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035281,838-000128,Sample Business Label b693d72a,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-02-03,2026-02-03,2026-02-03,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035285,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,18673.0000,18673.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,18673.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035287,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,240.0000,240.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,240.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035286,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,600.0000,600.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,600.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035288,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,320.0000,320.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,320.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035289,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,80.0000,80.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,80.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035290,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,480.0000,480.0000,2026-01-20,2026-01-20,2026-01-20,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,480.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035291,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,12840.0000,12840.0000,2026-02-17,2026-02-17,2026-02-17,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,12840.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035292,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1920.0000,1920.0000,2026-02-17,2026-02-17,2026-02-17,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1920.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035293,795-000133,Sample Business Label 567d223e,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,480.0000,480.0000,2026-02-17,2026-02-17,2026-02-17,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,480.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035328,165-002976,Sample Business Label 57558a04,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,80.0000,80.0000,2026-01-09,2026-01-09,2026-01-09,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,80.0000,,2025-12-18 21:32:27,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035329,165-002976,Sample Business Label 57558a04,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-02-06,2026-02-06,2026-02-06,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1344.0000,,2025-12-18 21:32:27,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035354,838-000294,Sample Business Label 5e5cd7f4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,864.0000,864.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,864.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035355,838-000294,Sample Business Label 5e5cd7f4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,32.0000,32.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,32.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035356,838-000294,Sample Business Label 5e5cd7f4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,8.0000,8.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,8.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035357,838-000294,Sample Business Label 5e5cd7f4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035358,838-000294,Sample Business Label 5e5cd7f4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035362,838-000213,Sample Business Label 9161621f,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1211.0000,1211.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1211.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035364,838-000213,Sample Business Label 9161621f,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,8.0000,8.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,8.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035363,838-000213,Sample Business Label 9161621f,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,32.0000,32.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,32.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035366,838-000213,Sample Business Label 9161621f,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-22,2026-01-22,2026-01-22,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035365,838-000213,Sample Business Label 9161621f,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2025-12-25,2025-12-25,2025-12-25,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035385,165-002528,Sample Business Label 78398dc4,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,334.0000,334.0000,2026-02-25,2026-02-25,2026-02-25,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,334.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035386,165-002117,Sample Business Label 1ffd3660,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,770.0000,770.0000,2026-02-05,2026-02-05,2026-02-05,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,770.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035407,165-000120,Sample Business Label e5c6b6f7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,748.0000,748.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,748.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035408,165-000120,Sample Business Label e5c6b6f7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,192.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035409,165-000120,Sample Business Label e5c6b6f7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1429.0000,1429.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1429.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035410,165-000120,Sample Business Label e5c6b6f7,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-28,2026-01-28,2026-01-28,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035415,606-000853,Sample Business Label 7cca7cd3,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,480.0000,480.0000,2026-01-15,2026-01-15,2026-01-15,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,480.0000,,2025-12-18 21:32:27,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035416,606-000853,Sample Business Label 7cca7cd3,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-18 21:32:27,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035431,795-000349,Sample Business Label 6c5be681,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,557.0000,557.0000,2026-02-11,2026-02-11,2026-02-11,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,557.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035432,795-000349,Sample Business Label 6c5be681,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-02-11,2026-02-11,2026-02-11,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035433,795-000349,Sample Business Label 6c5be681,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035434,795-000349,Sample Business Label 6c5be681,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,192.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035435,795-000349,Sample Business Label 6c5be681,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035440,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2307.0000,2307.0000,2026-01-02,2026-01-02,2026-01-02,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,2307.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035441,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,60.0000,60.0000,2026-01-02,2026-01-02,2026-01-02,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,60.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035442,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,24.0000,24.0000,2026-01-02,2026-01-02,2026-01-02,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,24.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035443,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-02,2026-01-02,2026-01-02,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035444,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035446,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035447,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-01-30,2026-01-30,2026-01-30,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035445,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2047.0000,2047.0000,2026-01-29,2026-01-29,2026-01-29,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035449,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-30,2026-01-30,2026-01-30,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035448,165-000257,Sample Business Label 8e22ee06,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-01-30,2026-01-30,2026-01-30,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,192.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035468,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,71.0000,71.0000,2025-12-19,2025-12-19,2025-12-19,2025-12-29,2025-12-29,2025-12-29,MRP-20251218-00000100,71.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025120300000014,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035469,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1675.0000,1675.0000,2026-01-19,2026-01-19,2026-01-19,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,1675.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035470,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,144.0000,144.0000,2026-01-19,2026-01-19,2026-01-19,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,144.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035471,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,480.0000,480.0000,2026-01-19,2026-01-19,2026-01-19,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,480.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035472,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,70.0000,70.0000,2026-01-19,2026-01-19,2026-01-19,2026-01-29,2026-01-29,2026-01-29,MRP-20251218-00000100,70.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035473,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,228.0000,228.0000,2026-02-16,2026-02-16,2026-02-16,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,228.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035474,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,2047.0000,2047.0000,2026-02-16,2026-02-16,2026-02-16,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,2047.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035475,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-02-16,2026-02-16,2026-02-16,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035476,795-000865,Sample Business Label b87f5582,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,42.0000,42.0000,2026-02-16,2026-02-16,2026-02-16,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,42.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035480,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1974.0000,1974.0000,2026-01-16,2026-01-16,2026-01-16,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,1974.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035481,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,60.0000,60.0000,2026-01-16,2026-01-16,2026-01-16,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,60.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035482,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,24.0000,24.0000,2026-01-16,2026-01-16,2026-01-16,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,24.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035483,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,48.0000,48.0000,2026-01-16,2026-01-16,2026-01-16,2026-01-30,2026-01-30,2026-01-30,MRP-20251218-00000100,48.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000033,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035484,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1344.0000,1344.0000,2026-02-12,2026-02-12,2026-02-12,2026-02-26,2026-02-26,2026-02-26,MRP-20251218-00000100,1344.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035486,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,1284.0000,1284.0000,2026-02-13,2026-02-13,2026-02-13,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,1284.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
JHJY-20251218-00035487,795-000302,Sample Business Label 053827ce,Purchased,Production Project Purchase Request,Sample Business Label 14d1364a,192.0000,192.0000,2026-02-13,2026-02-13,2026-02-13,2026-02-27,2026-02-27,2026-02-27,MRP-20251218-00000100,192.0000,,2025-12-19 21:21:17,Zhu Jieqian,YCD2025121600000034,Sample Business Label ae093165,2025-12-18 20:23:17
