id,billno,billstatus,auditdate,billdate,entry_id,material_number,material_name,huid_scxmh_number,qty,planbegintime,planendtime,xkquainwaqty,sourcebilltype,sourcebillnumber,srcbillentity,pickstatus_title,taskstatus_title
0000011958,HDKJ-20250825-006,Approved,2025-08-25 18:45:32,2025-08-25,0000011957,590-000075,Full-cycle Agricultural Operation Detection System,,90.0000,2025-08-25 18:40:19,2025-08-26 23:59:59,90.0000,,,,Fully Issued,Completed
0000011969,KSHA-20250826-001,Approved,2025-08-26 15:19:41,2025-08-26,0000011968,U00-000159,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-08-26 15:18:46,2025-08-27 23:59:59,1000.0000,,,,Fully Issued,Completed
0000011974,HDKJ-20250826-006,Approved,2025-08-26 16:20:04,2025-08-26,0000011973,367-000097,Sample Business Label e8c4b42d,,1.0000,2025-08-26 16:19:34,2025-08-27 23:59:59,1.0000,,,,Fully Issued,Completed
0000012003,HDKJ-20250827-006,Approved,2025-08-27 15:41:58,2025-08-27,0000012002,590-000075,Full-cycle Agricultural Operation Detection System,,37.0000,2025-08-27 15:40:31,2025-08-28 23:59:59,37.0000,,,,Fully Issued,Completed
0000012092,HDKJ-20250828-002,Approved,2025-08-28 15:11:59,2025-08-28,0000012091,590-000072,Full-cycle Agricultural Operation Detection System,,20.0000,2025-08-28 15:09:12,2025-08-29 23:59:59,20.0000,,,,Fully Issued,Completed
0000012151,HDKJ-20250829-003,Approved,2025-08-29 17:50:37,2025-08-29,0000012150,590-000064,Full-cycle Agricultural Operation Detection System,,4.0000,2025-08-29 17:49:01,2025-08-30 23:59:59,4.0000,,,,Fully Issued,Completed
0000012163,HDKJ-20250830-003,Approved,2025-08-30 12:24:26,2025-08-30,0000012162,590-000072,Full-cycle Agricultural Operation Detection System,,12.0000,2025-08-30 12:23:15,2025-08-31 23:59:59,12.0000,,,,Fully Issued,Completed
0000012302,HDKJ-20250902-001,Approved,2025-09-02 08:29:42,2025-09-02,0000012301,590-000064,Full-cycle Agricultural Operation Detection System,,300.0000,2025-09-02 08:28:10,2025-09-03 23:59:59,300.0000,,,,Fully Issued,Completed
0000012366,HDKJ-20250903-004,Approved,2025-09-05 09:07:37,2025-09-03,0000012468,590-000064,Full-cycle Agricultural Operation Detection System,,500.0000,2025-09-05 09:03:41,2025-09-06 23:59:59,500.0000,,,,Fully Issued,Completed
0000012367,HDKJ-20250903-005,Approved,2025-09-05 09:03:21,2025-09-03,0000012467,590-000074,Full-cycle Agricultural Operation Detection System,,500.0000,2025-09-05 09:02:13,2025-09-06 23:59:59,500.0000,,,,Fully Issued,Completed
0000012470,HDKJ-20250905-001,Approved,2025-09-05 09:53:05,2025-09-05,0000012469,590-000072,Full-cycle Agricultural Operation Detection System,,20.0000,2025-09-05 09:29:42,2025-09-06 23:59:59,20.0000,,,,Fully Issued,Completed
0000012529,HDKJ-20250905-013,Approved,2025-09-05 14:10:44,2025-09-05,0000012528,590-000064,Full-cycle Agricultural Operation Detection System,,20.0000,2025-09-05 14:06:17,2025-09-06 23:59:59,20.0000,,,,Fully Issued,Completed
0000012540,KSHA-20250905-004,Approved,2025-09-05 18:53:41,2025-09-05,0000012539,U00-000159,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-09-05 18:53:04,2025-09-06 23:59:59,1000.0000,,,,Fully Issued,Completed
0000012542,KSHA-20250905-005,Approved,2025-09-05 18:56:42,2025-09-05,0000012541,U00-000160,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-09-05 18:55:48,2025-09-06 23:59:59,1000.0000,,,,Fully Issued,Completed
0000012544,KSHA-20250905-009,Approved,2025-09-05 19:01:05,2025-09-05,0000012543,U00-000170,Beidou Vehicle Telematics Terminal System,,980.0000,2025-09-05 18:59:44,2025-09-06 23:59:59,980.0000,,,,Fully Issued,Completed
0000012551,HDKJ-20250906-005,Approved,2025-09-06 15:01:59,2025-09-06,0000012550,590-000075,Full-cycle Agricultural Operation Detection System,,10.0000,2025-09-06 15:00:03,2025-09-07 23:59:59,10.0000,,,,Fully Issued,Completed
0000012583,HDKJ-20250908-001,Approved,2025-09-08 13:38:23,2025-09-08,0000012582,590-000075,Full-cycle Agricultural Operation Detection System,,10.0000,2025-09-08 13:27:56,2025-09-09 23:59:59,10.0000,,,,Fully Issued,Completed
0000012587,HDKJ-20250908-003,Approved,2025-09-08 14:45:53,2025-09-08,0000012586,590-000074,Full-cycle Agricultural Operation Detection System,,700.0000,2025-09-08 14:44:30,2025-09-09 23:59:59,700.0000,,,,Fully Issued,Completed
0000012597,HDKJ-20250909-013,Approved,2025-09-09 13:19:49,2025-09-09,0000012596,590-000064,Full-cycle Agricultural Operation Detection System,,300.0000,2025-09-09 13:13:51,2025-09-10 23:59:59,300.0000,,,,Fully Issued,Completed
0000012601,HDKJ-20250909-021,Approved,2025-09-09 15:01:17,2025-09-09,0000012600,590-000075,Full-cycle Agricultural Operation Detection System,,200.0000,2025-09-09 14:59:41,2025-09-10 23:59:59,200.0000,,,,Fully Issued,Completed
0000012603,HDKJ-20250909-025,Approved,2025-09-09 15:06:52,2025-09-09,0000012602,590-000072,Full-cycle Agricultural Operation Detection System,,20.0000,2025-09-09 15:05:47,2025-09-10 23:59:59,20.0000,,,,Fully Issued,Completed
0000012621,HDKJ-20250910-001,Approved,2025-09-10 08:49:50,2025-09-10,0000012620,590-000072,Full-cycle Agricultural Operation Detection System,,12.0000,2025-09-10 08:39:02,2025-09-11 23:59:59,12.0000,,,,Fully Issued,Completed
0000012628,HDKJ-20250910-006,Approved,2025-09-10 12:15:52,2025-09-10,0000012627,590-000072,Full-cycle Agricultural Operation Detection System,,20.0000,2025-09-10 12:13:47,2025-09-11 23:59:59,20.0000,,,,Fully Issued,Completed
0000012690,HDKJ-20250911-006,Approved,2025-09-11 12:18:49,2025-09-11,0000012689,590-000072,Full-cycle Agricultural Operation Detection System,,20.0000,2025-09-11 12:14:46,2025-09-12 23:59:59,20.0000,,,,Fully Issued,Completed
0000012943,HDKJ-20250911-008,Approved,2025-09-11 14:33:39,2025-09-11,0000012942,590-000075,Full-cycle Agricultural Operation Detection System,,400.0000,2025-09-11 14:32:25,2025-09-12 23:59:59,400.0000,,,,Fully Issued,Completed
0000012984,HDKJ-20250912-006,Approved,2025-09-12 10:34:25,2025-09-12,0000012983,590-000072,Full-cycle Agricultural Operation Detection System,,8.0000,2025-09-12 10:31:43,2025-09-13 23:59:59,8.0000,,,,Fully Issued,Completed
0000012985,HDKJ-20250912-007,Approved,2025-09-12 10:37:38,2025-09-12,0000012986,590-000100,Agricultural Machinery Detection System,,100.0000,2025-09-12 10:37:04,2025-09-13 23:59:59,100.0000,,,,Fully Issued,Completed
0000013804,HDKJ-20250916-004,Approved,2025-09-16 08:42:03,2025-09-16,0000013803,590-000072,Full-cycle Agricultural Operation Detection System,,4.0000,2025-09-16 08:40:31,2025-09-17 23:59:59,4.0000,,,,Fully Issued,Completed
0000013806,HDKJ-20250916-005,Approved,2025-09-16 12:02:00,2025-09-16,0000013805,590-000072,Full-cycle Agricultural Operation Detection System,,12.0000,2025-09-16 11:58:45,2025-09-17 23:59:59,12.0000,,,,Fully Issued,Completed
0000013813,HDKJ-20250916-009,Approved,2025-09-16 15:30:14,2025-09-16,0000013812,590-000072,Full-cycle Agricultural Operation Detection System,,250.0000,2025-09-16 15:22:32,2025-09-17 23:59:59,250.0000,,,,Fully Issued,Completed
0000013816,HDKJ-20250916-010,Approved,2025-09-16 15:31:14,2025-09-16,0000013815,590-000074,Full-cycle Agricultural Operation Detection System,,500.0000,2025-09-16 15:30:16,2025-09-17 23:59:59,500.0000,,,,Fully Issued,Completed
0000013818,HDKJ-20250916-012,Approved,2025-09-16 15:37:08,2025-09-16,0000013817,590-000064,Full-cycle Agricultural Operation Detection System,,500.0000,2025-09-16 15:35:28,2025-09-17 23:59:59,500.0000,,,,Fully Issued,Completed
0000013838,HDKJ-20250917-005,Approved,2025-09-17 15:57:40,2025-09-17,0000013837,590-000075,Full-cycle Agricultural Operation Detection System,,250.0000,2025-09-17 15:42:58,2025-09-18 23:59:59,250.0000,,,,Fully Issued,Completed
0000013990,HDKJ-20250919-001,Approved,2025-09-19 08:22:05,2025-09-19,0000013989,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2025-09-19 08:15:06,2025-09-20 23:59:59,10.0000,,,,Fully Issued,Completed
0000013999,HDKJ-20250919-003,Approved,2025-09-19 12:14:32,2025-09-19,0000013998,590-000072,Full-cycle Agricultural Operation Detection System,,40.0000,2025-09-19 12:12:52,2025-09-20 23:59:59,40.0000,,,,Fully Issued,Completed
0000014001,HDKJ-20250919-004,Approved,2025-09-19 12:17:31,2025-09-19,0000014000,590-000075,Full-cycle Agricultural Operation Detection System,,8.0000,2025-09-19 12:16:24,2025-09-20 23:59:59,8.0000,,,,Fully Issued,Completed
0000014226,HDKJ-20250919-005,Approved,2025-09-19 16:53:01,2025-09-19,0000014225,590-000075,Full-cycle Agricultural Operation Detection System,,4.0000,2025-09-19 16:52:04,2025-09-20 23:59:59,4.0000,,,,Fully Issued,Completed
0000014228,HDKJ-20250919-006,Approved,2025-09-19 17:45:44,2025-09-19,0000014227,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2025-09-19 17:43:41,2025-09-20 23:59:59,1.0000,,,,Fully Issued,Completed
0000014236,HDKJ-20250920-001,Approved,2025-09-20 10:40:53,2025-09-20,0000014235,590-000075,Full-cycle Agricultural Operation Detection System,,50.0000,2025-09-20 10:39:52,2025-09-21 23:59:59,50.0000,,,,Fully Issued,Completed
0000014247,HDKJ-20250920-002,Approved,2025-09-20 12:20:12,2025-09-20,0000014246,590-000075,Full-cycle Agricultural Operation Detection System,,8.0000,2025-09-20 12:19:24,2025-09-21 23:59:59,8.0000,,,,Fully Issued,Completed
0000014253,HDKJ-20250920-004,Approved,2025-09-20 14:56:29,2025-09-20,0000014252,590-000075,Full-cycle Agricultural Operation Detection System,,65.0000,2025-09-20 14:55:05,2025-09-21 23:59:59,65.0000,,,,Fully Issued,Completed
0000014260,HDKJ-20250920-005,Approved,2025-09-20 17:48:28,2025-09-20,0000014259,590-000075,Full-cycle Agricultural Operation Detection System,,15.0000,2025-09-20 17:47:21,2025-09-21 23:59:59,15.0000,,,,Fully Issued,Completed
0000014266,HDKJ-20250921-001,Approved,2025-09-21 10:16:58,2025-09-21,0000014265,590-000075,Full-cycle Agricultural Operation Detection System,,8.0000,2025-09-21 10:16:01,2025-09-22 23:59:59,8.0000,,,,Fully Issued,Completed
0000014277,HDKJ-20250922-010,Approved,2025-09-22 12:10:45,2025-09-22,0000014276,590-000075,Full-cycle Agricultural Operation Detection System,,70.0000,2025-09-22 12:00:06,2025-09-23 23:59:59,70.0000,,,,Fully Issued,Completed
0000014279,HDKJ-20250922-013,Approved,2025-09-22 14:07:36,2025-09-22,0000014278,590-000075,Full-cycle Agricultural Operation Detection System,,16.0000,2025-09-22 14:06:04,2025-09-23 23:59:59,16.0000,,,,Fully Issued,Completed
0000014281,HDKJ-20250922-014,Approved,2025-09-22 14:12:00,2025-09-22,0000014280,590-000072,Full-cycle Agricultural Operation Detection System,,28.0000,2025-09-22 14:11:05,2025-09-23 23:59:59,28.0000,,,,Fully Issued,Completed
0000014283,HDKJ-20250922-015,Approved,2025-09-22 14:20:48,2025-09-22,0000014282,590-000075,Full-cycle Agricultural Operation Detection System,,123.0000,2025-09-22 14:19:24,2025-09-23 23:59:59,123.0000,,,,Fully Issued,Completed
0000014285,HDKJ-20250922-016,Approved,2025-09-22 15:06:25,2025-09-22,0000014284,590-000075,Full-cycle Agricultural Operation Detection System,,8.0000,2025-09-22 15:05:07,2025-09-23 23:59:59,8.0000,,,,Fully Issued,Completed
0000014302,HDKJ-20250922-017,Approved,2025-09-22 16:31:49,2025-09-22,0000014301,590-000075,Full-cycle Agricultural Operation Detection System,,30.0000,2025-09-22 15:05:07,2025-09-23 23:59:59,30.0000,,,,Fully Issued,Completed
0000014306,HDKJ-20250922-019,Approved,2025-09-22 16:47:20,2025-09-22,0000014305,590-000075,Full-cycle Agricultural Operation Detection System,,12.0000,2025-09-22 15:05:07,2025-09-23 23:59:59,12.0000,,,,Fully Issued,Completed
0000014308,HDKJ-20250922-020,Approved,2025-09-22 16:52:44,2025-09-22,0000014307,590-000072,Full-cycle Agricultural Operation Detection System,,15.0000,2025-09-22 16:47:22,2025-09-23 23:59:59,15.0000,,,,Fully Issued,Completed
0000014331,HDKJ-20250923-005,Approved,2025-09-23 13:43:23,2025-09-23,0000014330,590-000072,Full-cycle Agricultural Operation Detection System,,700.0000,2025-09-23 13:39:13,2025-09-24 23:59:59,700.0000,,,,Fully Issued,Completed
0000014333,HDKJ-20250923-006,Approved,2025-09-23 13:51:07,2025-09-23,0000014332,590-000075,Full-cycle Agricultural Operation Detection System,,300.0000,2025-09-23 13:39:13,2025-09-24 23:59:59,300.0000,,,,Fully Issued,Completed
0000014341,HDKJ-20250923-009,Approved,2025-09-23 15:46:59,2025-09-23,0000014340,590-000064,Full-cycle Agricultural Operation Detection System,,500.0000,2025-09-23 15:44:57,2025-09-24 23:59:59,500.0000,,,,Fully Issued,Completed
0000014343,HDKJ-20250923-011,Approved,2025-09-23 15:49:47,2025-09-23,0000014342,590-000074,Full-cycle Agricultural Operation Detection System,,300.0000,2025-09-23 15:48:39,2025-09-24 23:59:59,300.0000,,,,Fully Issued,Completed
0000014400,HDKJ-20250924-032,Approved,2025-09-24 18:23:59,2025-09-24,0000014399,526-000001,Beidou Agricultural Navigation Controller,,45.0000,2025-09-24 18:23:36,2025-09-25 23:59:59,45.0000,,,,Fully Issued,Completed
0000014622,HDKJ-20250925-002,Approved,2025-09-25 11:56:36,2025-09-25,0000014621,590-000072,Full-cycle Agricultural Operation Detection System,,10.0000,2025-09-25 11:54:51,2025-09-26 23:59:59,10.0000,,,,Fully Issued,Completed
0000014833,HDKJ-20250926-017,Approved,2025-09-26 18:15:23,2025-09-26,0000014832,590-000075,Full-cycle Agricultural Operation Detection System,,700.0000,2025-09-26 18:14:26,2025-09-27 23:59:59,700.0000,,,,Fully Issued,Completed
0000014835,HDKJ-20250926-023,Approved,2025-09-26 18:23:35,2025-09-26,0000014834,590-000064,Full-cycle Agricultural Operation Detection System,,700.0000,2025-09-26 18:22:32,2025-09-27 23:59:59,700.0000,,,,Fully Issued,Completed
0000014837,HDKJ-20250926-024,Approved,2025-09-26 18:26:00,2025-09-26,0000014836,590-000074,Full-cycle Agricultural Operation Detection System,,300.0000,2025-09-26 18:24:04,2025-09-27 23:59:59,300.0000,,,,Fully Issued,Completed
0000014862,HDKJ-20250928-017,Approved,2025-09-28 14:00:08,2025-09-28,0000014861,590-000072,Full-cycle Agricultural Operation Detection System,,30.0000,2025-09-28 13:52:53,2025-09-29 23:59:59,30.0000,,,,Fully Issued,Completed
0000014888,HDKJ-20250929-009,Approved,2025-09-29 17:55:11,2025-09-29,0000014887,526-000001,Beidou Agricultural Navigation Controller,,20.0000,2025-09-29 17:43:18,2025-09-30 23:59:59,20.0000,,,,Fully Issued,Completed
0000014905,HDKJ-20250930-004,Approved,2025-09-30 13:07:33,2025-09-30,0000014904,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2025-09-30 13:06:17,2025-10-01 23:59:59,10.0000,,,,Fully Issued,Completed
0000015122,HDKJ-20251005-002,Approved,2025-10-05 13:19:42,2025-10-05,0000015121,590-000064,Full-cycle Agricultural Operation Detection System,,20.0000,2025-10-05 13:18:27,2025-10-06 23:59:59,20.0000,,,,Fully Issued,Completed
0000015516,KSHA-20251010-006,Approved,2025-10-10 15:32:21,2025-10-10,0000015515,U00-000151,Beidou Vehicle Telematics Terminal System,,900.0000,2025-10-10 15:30:53,2025-10-11 23:59:59,900.0000,,,,Fully Issued,Completed
0000015518,KSHA-20251010-008,Approved,2025-10-10 15:33:46,2025-10-10,0000015517,U00-000170,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-10-10 15:33:15,2025-10-11 23:59:59,1000.0000,,,,Fully Issued,Completed
0000015520,KSHA-20251010-009,Approved,2025-10-10 15:34:29,2025-10-10,0000015519,U00-000080,Beidou Vehicle Telematics Terminal System,,500.0000,2025-10-10 15:33:50,2025-10-11 23:59:59,500.0000,,,,Fully Issued,Completed
0000015705,HDKJ-20251011-008,Approved,2025-10-11 15:11:12,2025-10-11,0000015704,590-000075,Full-cycle Agricultural Operation Detection System,,500.0000,2025-10-11 15:05:39,2025-10-12 23:59:59,500.0000,,,,Fully Issued,Completed
0000015892,HDKJ-20251014-002,Approved,2025-10-14 10:22:37,2025-10-14,0000015891,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2025-10-14 10:20:35,2025-10-15 23:59:59,1.0000,,,,Fully Issued,Completed
0000016281,HDKJ-20251017-009,Approved,2025-10-17 16:37:52,2025-10-17,0000016280,590-000074,Full-cycle Agricultural Operation Detection System,,50.0000,2025-10-17 16:36:49,2025-10-18 23:59:59,50.0000,,,,Fully Issued,Completed
0000016569,KSHA-20251020-003,Approved,2025-10-20 18:43:30,2025-10-20,0000016568,U00-000170,Beidou Vehicle Telematics Terminal System,,1000.0000,2025-10-20 18:42:06,2025-10-21 23:59:59,1000.0000,,,,Fully Issued,Completed
0000016571,KSHA-20251020-004,Approved,2025-10-20 18:44:00,2025-10-20,0000016570,U00-000159,Beidou Vehicle Telematics Terminal System,,1500.0000,2025-10-20 18:42:06,2025-10-21 23:59:59,1500.0000,,,,Fully Issued,Completed
0000016585,HDKJ-20251021-003,Approved,2025-10-21 10:36:21,2025-10-21,0000016584,623-000034,408 Satellite Land Leveling System (Overseas),,8.0000,2025-10-21 10:35:42,2025-10-22 23:59:59,8.0000,,,,Fully Issued,Completed
0000016592,HDKJ-20251021-009,Approved,2025-10-21 13:56:23,2025-10-21,0000016591,590-000064,Full-cycle Agricultural Operation Detection System,,400.0000,2025-10-21 13:55:20,2025-10-22 23:59:59,400.0000,,,,Fully Issued,Completed
0000016594,HDKJ-20251021-012,Approved,2025-10-21 14:00:01,2025-10-21,0000016593,590-000072,Full-cycle Agricultural Operation Detection System,,200.0000,2025-10-21 13:57:19,2025-10-22 23:59:59,200.0000,,,,Fully Issued,Completed
0000016596,HDKJ-20251021-013,Approved,2025-10-21 14:01:02,2025-10-21,0000016595,590-000074,Full-cycle Agricultural Operation Detection System,,200.0000,2025-10-21 14:00:06,2025-10-22 23:59:59,200.0000,,,,Fully Issued,Completed
0000016598,HDKJ-20251021-014,Approved,2025-10-21 14:02:34,2025-10-21,0000016597,590-000075,Full-cycle Agricultural Operation Detection System,,700.0000,2025-10-21 14:00:06,2025-10-22 23:59:59,700.0000,,,,Fully Issued,Completed
0000016736,HDKJ-20251022-004,Approved,2025-10-22 15:03:50,2025-10-22,0000016735,590-000064,Full-cycle Agricultural Operation Detection System,,15.0000,2025-10-22 15:02:22,2025-10-23 23:59:59,15.0000,,,,Fully Issued,Completed
0000017183,HDKJ-20251029-016,Approved,2025-10-29 16:50:56,2025-10-29,0000017182,590-000075,Full-cycle Agricultural Operation Detection System,,200.0000,2025-10-29 16:49:12,2025-10-30 23:59:59,200.0000,,,,Fully Issued,Completed
0000017224,KSHA-20251031-004,Approved,2025-10-31 16:01:20,2025-10-31,0000017223,U00-000151,Beidou Vehicle Telematics Terminal System,,1100.0000,2025-10-31 15:55:21,2025-11-01 23:59:59,1100.0000,,,,Fully Issued,Completed
0000017485,KSHA-20251107-002,Approved,2025-11-07 10:40:06,2025-11-07,0000017484,U00-000159,Beidou Vehicle Telematics Terminal System,,3000.0000,2025-11-07 10:39:21,2025-11-08 23:59:59,3000.0000,,,,Fully Issued,Completed
0000017698,HDKJ-20251112-005,Approved,2025-11-12 14:42:40,2025-11-12,0000017697,590-000064,Full-cycle Agricultural Operation Detection System,,2.0000,2025-11-12 14:41:03,2025-11-13 23:59:59,2.0000,,,,Fully Issued,Completed
0000017766,HDKJ-20251114-002,Approved,2025-11-14 11:59:29,2025-11-14,0000017765,590-000064,Full-cycle Agricultural Operation Detection System,,1.0000,2025-11-14 11:57:55,2025-11-15 23:59:59,1.0000,,,,Fully Issued,Completed
0000017851,HDKJ-20251117-001,Approved,2025-11-17 08:47:45,2025-11-17,0000017850,590-000064,Full-cycle Agricultural Operation Detection System,,100.0000,2025-11-17 08:46:11,2025-11-18 23:59:59,100.0000,,,,Fully Issued,Completed
0000017868,HDKJ-20251117-004,Approved,2025-11-17 13:28:29,2025-11-17,0000017867,590-000064,Full-cycle Agricultural Operation Detection System,,5.0000,2025-11-17 13:27:18,2025-11-18 23:59:59,5.0000,,,,Fully Issued,Completed
0000018087,KSHA-20251118-001,Approved,2025-11-18 14:56:26,2025-11-18,0000018086,U00-000160,Beidou Vehicle Telematics Terminal System,,1500.0000,2025-11-18 14:55:27,2025-11-19 23:59:59,1500.0000,,,,Fully Issued,Completed
0000018089,KSHA-20251118-003,Approved,2025-11-18 14:59:33,2025-11-18,0000018088,P61-000328,Sample Business Label 8a608f8b,,1500.0000,2025-11-18 14:55:27,2025-11-19 23:59:59,1500.0000,,,,Fully Issued,Completed
0000018158,HDKJ-20251119-002,Approved,2025-11-19 10:59:11,2025-11-19,0000018157,590-000064,Full-cycle Agricultural Operation Detection System,,5.0000,2025-11-19 10:57:57,2025-11-20 23:59:59,5.0000,,,,Fully Issued,Completed
0000018161,KSHA-20251119-001,Approved,2025-11-19 15:12:17,2025-11-19,0000018160,U00-000080,Beidou Vehicle Telematics Terminal System,,266.0000,2025-11-19 15:11:20,2025-11-20 23:59:59,266.0000,,,,Fully Issued,Completed
0000018322,KSHA-20251120-003,Approved,2025-11-20 14:37:37,2025-11-20,0000018321,U00-000155,Beidou Vehicle Telematics Terminal System,,500.0000,2025-11-20 14:37:07,2025-11-21 23:59:59,500.0000,,,,Fully Issued,Completed
0000018423,HDKJ-20251121-002,Approved,2025-11-21 13:17:18,2025-11-21,0000018422,590-000064,Full-cycle Agricultural Operation Detection System,,10.0000,2025-11-21 13:16:04,2025-11-22 23:59:59,10.0000,,,,Fully Issued,Completed
0000018443,KSHA-20251121-004,Approved,2025-11-22 10:28:05,2025-11-21,0000018442,P61-000328,Sample Business Label 8a608f8b,,600.0000,2025-11-21 19:14:03,2025-11-22 23:59:59,600.0000,,,,Fully Issued,Completed
0000018694,KSHA-20251126-002,Approved,2025-11-26 14:51:54,2025-11-26,0000018693,P61-000328,Sample Business Label 8a608f8b,,1440.0000,2025-11-26 14:51:11,2025-11-27 23:59:59,1440.0000,,,,Fully Issued,Completed
0000018752,KSHA-20251128-001,Approved,2025-11-28 13:57:58,2025-11-28,0000018751,U00-000161,Beidou Vehicle Telematics Terminal System,,300.0000,2025-11-28 13:57:17,2025-11-29 23:59:59,300.0000,,,,Fully Issued,Completed
