id,billno,biztime,org_name,billtype_name,biztype_name,supplier_number,supplier_name,operatorname,huid_xycg_operatorname,createtime,auditdate,entry_id,material_number,material_name,qty,taxrate,tax_price,deliverdate,srcbillentryid,srcbillid,srcbillnumber,invqty,returnqty,actqty,rowclosestatus_title,rowterminatestatus_title
0000039967,01-HDKJ-CGDD-260427-014354,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75502049,Sample Business Label 924661e3,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:19:56,,0000039969,725-000359,Sample Business Label 05087a91,101804.00,13.00,0,2026-07-10,0000039686,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039967,01-HDKJ-CGDD-260427-014354,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75502049,Sample Business Label 924661e3,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:19:56,,0000039968,733-000084,Sample Business Label de3ed42c,5000.00,13.00,0,2026-06-05,0000039691,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039965,01-HDKJ-CGDD-260427-014353,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75501084,Sample Business Label 76cbb941,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:19:19,,0000039966,770-000146,Sample Business Label a581a237,345.00,13.00,0,2026-05-19,0000039692,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039963,01-HDKJ-CGDD-260427-014352,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75502029,Sample Business Label dc2bee14,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:18:47,,0000039964,725-000003,Sample Business Label 05087a91,23000.00,13.00,0,2026-08-28,0000039688,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039962,01-HDKJ-CGDD-260427-014351,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,2604-75503-0613,Sample Business Label 1fa2c815,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:18:07,,0000039961,539-000001,Sample Business Label b85ec631,59898.00,13.00,0,2026-07-17,0000039700,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039958,01-HDKJ-CGDD-260427-014350,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02102051,Sample Business Label 2a2b8489,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:17:05,,0000039960,725-000341,Sample Business Label 58d42cf9,486.00,13.00,0,2026-05-24,0000039685,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039958,01-HDKJ-CGDD-260427-014350,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02102051,Sample Business Label 2a2b8489,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:17:05,,0000039959,554-000081,Sample Business Label 6ab680a9,2100.00,13.00,0,2026-06-05,0000039710,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039956,01-HDKJ-CGDD-260427-014349,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02102085,Sample Business Label 4f1a01fd,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:14:58,,0000039957,358-000131,Sample Business Label c7de58d3,1218.00,13.00,0,2026-05-29,0000039698,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039953,01-HDKJ-CGDD-260427-014348,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104096,Sample Business Label 07fe828d,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:12:55,,0000039951,733-000117,Sample Business Label 43b7aeb5,1214.00,13.00,0,2026-05-22,0000039693,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039953,01-HDKJ-CGDD-260427-014348,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104096,Sample Business Label 07fe828d,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:12:55,,0000039954,733-000129,Sample Business Label 43b7aeb5,1310.00,13.00,0,2026-05-22,0000039694,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039953,01-HDKJ-CGDD-260427-014348,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104096,Sample Business Label 07fe828d,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:12:55,,0000039952,733-000152,Sample Business Label 34671b0e,1236.00,13.00,0,2026-05-22,0000039695,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039953,01-HDKJ-CGDD-260427-014348,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104096,Sample Business Label 07fe828d,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:12:55,,0000039955,733-000151,Sample Business Label 1ef5a5d1,1423.00,13.00,0,2026-05-22,0000039696,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039949,01-HDKJ-CGDD-260427-014347,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02104101,Sample Business Label 2aabe7c8,Sample Business Label 63ab3236,Sample Business Label 05800619,2026-04-27 10:10:51,,0000039950,182-000029,Sample Business Label 4f240aa0,494.00,13.00,0,2026-05-09,0000039709,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039946,725-000020,Sample Business Label 9f559c83,6000.00,13.00,0,2026-09-11,0000039684,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039943,539-000046,Sample Business Label b85ec631,1282.00,13.00,0,2026-07-17,0000039699,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039947,539-000085,Sample Business Label b85ec631,1331.00,13.00,0,2026-07-17,0000039701,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039944,539-000352,Sample Business Label b85ec631,1208.00,13.00,0,2026-07-17,0000039702,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039948,539-000169,Sample Business Label b85ec631,2960.00,13.00,0,2026-07-31,0000039703,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039942,01-HDKJ-CGDD-260427-014346,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202002,Sample Business Label 20699480,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:08:56,,0000039945,539-000237,Sample Business Label b85ec631,1054.00,13.00,0,2026-07-17,0000039704,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039941,01-HDKJ-CGDD-260427-014345,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02700014,Sample Business Label ea3a4fc0,Sample Business Label 63ab3236,Sample Business Label 97c6f6d8,2026-04-27 10:05:53,,0000039940,972-000674,Sample Business Label c11fd6ce,3000.00,13.00,0,2026-05-22,0000039706,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039937,01-HDKJ-CGDD-260427-014344,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02502001,Sample Business Label ae86739f,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:04:36,,0000039939,358-000105,Sample Business Label a1d3a332,2136.00,13.00,0,2026-08-07,0000039697,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039937,01-HDKJ-CGDD-260427-014344,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,02502001,Sample Business Label ae86739f,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:04:36,,0000039938,454-000177,Sample Business Label 13a7d943,3000.00,13.00,0,2026-07-17,0000039705,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039935,01-HDKJ-CGDD-260427-014343,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,73901002,Sample Business Label 18d46f33,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:03:32,,0000039934,454-000139,Sample Business Label 13a7d943,2483.00,13.00,0,2026-06-19,0000039689,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039935,01-HDKJ-CGDD-260427-014343,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,73901002,Sample Business Label 18d46f33,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-27 10:03:32,,0000039936,454-000203,Sample Business Label 2b176d5b,1323.00,13.00,0,2026-06-19,0000039690,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039931,01-HDKJ-CGDD-260427-014342,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004004,Sample Business Label 5e669423,Sample Business Label 63ab3236,Sample Business Label 97c6f6d8,2026-04-27 10:01:57,,0000039933,554-000035,Sample Business Label 606c52f7,1660.00,13.00,0,2026-07-31,0000039707,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039931,01-HDKJ-CGDD-260427-014342,2026-04-27,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004004,Sample Business Label 5e669423,Sample Business Label 63ab3236,Sample Business Label 97c6f6d8,2026-04-27 10:01:57,,0000039932,554-000079,Sample Business Label 606c52f7,1384.00,13.00,0,2026-07-31,0000039708,0000039683,CGSQ-260424-000031,0.00,0.00,0.00,Closed,Normal
0000039801,01-HDKJ-CGDD-260425-014334,2026-04-25,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204099,Sample Business Label 4d65addc,Sample Business Label 354c0ad9,Sample Business Label be6aae72,2026-04-25 13:43:57,2026-04-26 12:28:34,0000039800,165-002355,Sample Business Label 917e624b,265.00,13.00,0,2026-05-31,0000039240,0000039185,CGSQ-260423-000006,0.00,0.00,0.00,Normal,Normal
0000039755,04-SHHG-CGDD-260424-014330,2026-04-24,Sample Business Label 1eea512c,Sample Business Label c8e4a0e5,Material Purchase,01002002,Sample Business Label 4ce5f2ce,Sample Business Label 63ab3236,Sample Business Label 4b9d5da4,2026-04-24 21:02:33,,0000039756,454-000259,Sample Business Label 58ef7a6d,55.00,13.00,0,2026-04-24,0,0,,0.00,0.00,0.00,Normal,Normal
0000039649,01-HDKJ-CGDD-260424-014325,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,2604-75503-0613,Sample Business Label 1fa2c815,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-24 18:33:32,2026-04-25 21:16:53,0000039651,539-000035,Sample Business Label b85ec631,20000.00,13.00,0,2026-04-13,0000036418,0000036374,CGSQ-260413-000014,20000.00,0.00,20000.00,Closed,Normal
0000039649,01-HDKJ-CGDD-260424-014325,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,2604-75503-0613,Sample Business Label 1fa2c815,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-24 18:33:32,2026-04-25 21:16:53,0000039650,539-000606,Sample Business Label b85ec631,25000.00,13.00,0,2026-04-13,0000036420,0000036374,CGSQ-260413-000014,25000.00,0.00,25000.00,Closed,Normal
0000039649,01-HDKJ-CGDD-260424-014325,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,2604-75503-0613,Sample Business Label 1fa2c815,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-24 18:33:32,2026-04-25 21:16:53,0000039652,539-000320,Sample Business Label b85ec631,10000.00,13.00,0,2026-04-30,0000036368,0000036345,CGSQ-260413-000012,10000.00,0.00,10000.00,Closed,Normal
0000039646,01-HDKJ-CGDD-260424-014324,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75503031,Sample Business Label f3422d38,Sample Business Label 63ab3236,Sample Business Label 97c6f6d8,2026-04-24 18:24:17,2026-04-24 18:47:20,0000039647,972-000204,Sample Business Label 5c617ad2,3000.00,13.00,0,2026-04-03,0000029674,0000029754,CGSQ-260309-000027,3000.00,0.00,3000.00,Closed,Normal
0000039634,01-HDKJ-CGDD-260424-014319,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,59202001,Sample Business Label c7b682f7,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-24 17:19:05,2026-04-24 18:18:57,0000039635,539-000346,Sample Business Label b85ec631,20000.00,13.00,0,2026-07-31,0000039623,0000039622,CGSQ-260424-000020,20000.00,0.00,20000.00,Closed,Normal
0000039633,01-HDKJ-CGDD-260424-014318,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,2509-51202-0313,Sample Business Label 2ca0410f,Sample Business Label 63ab3236,Sample Business Label 8a4a5d45,2026-04-24 17:17:13,2026-04-24 18:18:55,0000039632,539-000594,Sample Business Label b85ec631,190000.00,13.00,0,2026-04-13,0000036422,0000036374,CGSQ-260413-000014,0.00,0.00,0.00,Normal,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039625,165-002736,Sample Business Label 1ac1825b,125.00,0.00,0,2026-05-25,0000039330,0000039326,CGSQ-260423-000010,125.00,0.00,125.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039629,849-000714,Sample Business Label 586f1d99,500.00,13.00,0,2026-05-31,0000039194,0000039185,CGSQ-260423-000006,500.00,0.00,500.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039626,849-000926,Sample Business Label 40a109f0,550.00,0.00,0,2026-05-31,0000039195,0000039185,CGSQ-260423-000006,550.00,0.00,550.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039630,165-001580,Sample Business Label a06ba3b0,1500.00,13.00,0,2026-05-31,0000039197,0000039185,CGSQ-260423-000006,1500.00,0.00,1500.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039627,165-001348,Sample Business Label f4c27adb,300.00,13.00,0,2026-05-31,0000039198,0000039185,CGSQ-260423-000006,300.00,0.00,300.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039631,165-003052,Sample Business Label 81f1e877,270.00,0.00,0,2026-05-31,0000039199,0000039185,CGSQ-260423-000006,270.00,0.00,270.00,Closed,Normal
0000039624,01-HDKJ-CGDD-260424-014317,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,01004007,Sample Business Label ac1ca88c,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 16:52:02,2026-04-24 17:14:16,0000039628,165-001941,Sample Business Label c498f5f3,540.00,0.00,0,2026-05-31,0000039215,0000039185,CGSQ-260423-000006,540.00,0.00,540.00,Closed,Normal
0000039609,01-HDKJ-CGDD-260424-014308,2026-04-24,Sample Business Label 986f8dd6,Sample Business Label c8e4a0e5,Material Purchase,51204099,Sample Business Label 4d65addc,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:45:52,2026-04-24 16:50:30,0000039610,468-000699,Sample Business Label 9d471cf0,20.00,13.00,0,2026-04-29,0000038730,0000038729,CGSQ-260421-000001,0.00,0.00,0.00,Closed,Normal
0000039598,01-HDKJ-CGDD-260424-014301,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204018,Sample Business Label 91250369,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:40,2026-04-24 21:26:17,0000039599,795-000466,Sample Business Label c6985bd9,3400.00,13.00,0,2026-04-24,0000039233,0000039185,CGSQ-260423-000006,0.00,0.00,0.00,Normal,Normal
0000039596,01-HDKJ-CGDD-260424-014299,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,75201006,Sample Business Label cb94a64a,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:35,2026-04-24 21:26:22,0000039597,795-000399,Sample Business Label 54d59702,2170.00,13.00,0,2026-04-24,0000039209,0000039185,CGSQ-260423-000006,2170.00,0.00,2170.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039587,849-000302,Sample Business Label 54b6a99a,1040.00,13.00,0,2026-04-24,0000039232,0000039185,CGSQ-260423-000006,1040.00,0.00,1040.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039588,849-000914,Sample Business Label d35204b6,400.00,13.00,0,2026-04-24,0000039231,0000039185,CGSQ-260423-000006,400.00,0.00,400.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039589,849-001097,Sample Business Label 6ddf4f54,12200.00,13.00,0,2026-04-24,0000039223,0000039185,CGSQ-260423-000006,12200.00,0.00,12200.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039590,849-000744,Sample Business Label 3a350d07,7300.00,13.00,0,2026-04-24,0000039220,0000039185,CGSQ-260423-000006,7300.00,0.00,7300.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039591,849-000783,Sample Business Label 2c73ffa6,850.00,13.00,0,2026-04-24,0000039214,0000039185,CGSQ-260423-000006,0.00,0.00,0.00,Normal,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039592,849-000334,Sample Business Label 681ddc83,1200.00,13.00,0,2026-04-24,0000039213,0000039185,CGSQ-260423-000006,1200.00,0.00,1200.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039593,849-000426,Sample Business Label c2183791,2000.00,13.00,0,2026-04-24,0000039210,0000039185,CGSQ-260423-000006,2000.00,0.00,2000.00,Closed,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039594,849-000808,Sample Business Label dbf2c91b,1600.00,13.00,0,2026-04-24,0000039201,0000039185,CGSQ-260423-000006,1100.00,0.00,1100.00,Normal,Normal
0000039586,01-HDKJ-CGDD-260424-014297,2026-04-24,Sample Business Label 986f8dd6,Production Project Purchase Order,Material Purchase,51204045,Sample Business Label a3aa66f1,Sample Business Label 63ab3236,Sample Business Label 4a589da7,2026-04-24 15:05:30,2026-04-24 21:26:03,0000039595,849-000653,Sample Business Label 8b7f2db4,1000.00,13.00,0,2026-04-24,0000039196,0000039185,CGSQ-260423-000006,1000.00,0.00,1000.00,Closed,Normal
